CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,Purchase_Installment_Ratio,Credit_Utilization,Payment_Ratio,TOTAL_SPENDING,Risk_Score,VIP,Cluster
C10046,5315.945594,1525.44,0.0,8500.0,1430.341501,1318.71492,0.9999900000999989,0.625405363264229,1.084647992117599,1525.44,0.0,1,2
C10047,2242.311686,437.0,184.648692,2400.0,0.0,0.0,0.9999700008699748,0.934296531940431,0.0,621.648692,0.07693695467942935,0,2
C10048,474.447149,109.74,1013.659552,1700.0,176.013005,147.199792,0.6666488893629503,0.27908655659360854,1.1957421315009649,1123.3995519999999,0.5962703211984098,0,1
C10049,3910.111237,0.0,1980.873201,4200.0,0.0,0.0,0.0,0.9309788637357647,0.0,1980.873201,0.47163647530562747,0,2
C10050,229.867179,2390.6,0.0,3300.0,2543.953559,175.657825,0.9999900000999989,0.06965672069800993,14.482437171105975,2390.6,0.0,0,1
C10051,863.809833,507.5,695.097159,4000.0,587.866451,286.448719,0.0,0.21595245771011884,2.052257145815439,1202.597159,0.17377428931556427,0,1
C10052,4931.331857,901.42,8530.648614,12000.0,8113.297346,1012.415961,0.3999936001023984,0.4109443210742131,8.013798259213752,9432.068614,0.7108873839075939,0,0
C10053,1078.888565,3107.85,0.0,2500.0,1399.82834,1322.446601,0.7499883751801848,0.43155542427377824,1.0585140665463129,3107.85,0.0,0,1
C10054,1565.681099,0.0,321.359135,3500.0,691.825279,581.481917,0.0,0.4473374555790358,1.1897623070923065,321.359135,0.09181689545195172,0,2
C10055,464.674156,1979.22,1981.265503,3000.0,3110.052742,132.446091,0.0,0.1548913848170287,23.48164814606358,3960.485503,0.6604218321319272,0,1
C10056,6.660517,310.0,0.0,1000.0,417.016763,0.0,0.9999850002324965,0.00666051693339483,41701676.3,310.0,0.0,0,1
C10057,1311.995984,1283.9,0.0,6000.0,0.0,0.0,0.0,0.21866599696889,0.0,1283.9,0.0,0,1
C10058,3625.218146,313.27,668.468743,4000.0,0.0,0.0,0.0,0.9063045342342386,0.0,981.738743,0.16711718533220704,0,2
C10059,2386.330629,5217.62,0.0,7500.0,5678.729613,1311.514878,0.5454483967635274,0.31817741677576344,4.329900990799885,5217.62,0.0,1,0
C10060,3971.138765,0.0,224.575517,4000.0,764.938728,1600.212243,0.0,0.9927846887680383,0.4780232913264663,224.575517,0.0561438791096403,0,2
C10061,5493.90406,229.0,970.591332,6000.0,2110.557023,1895.02617,0.7999793605118592,0.9156506751405822,1.1137350213283068,1199.591332,0.1617652217303913,0,2
C10062,1879.114033,113.0,0.0,6500.0,3509.686561,548.105836,0.0,0.2890944661706239,6.403300724874955,113.0,0.0,0,1
C10063,1555.793701,66.2,0.0,1600.0,338.083661,837.215674,0.0,0.9723710570476809,0.4038190725055743,66.2,0.0,0,2
C10064,809.582978,0.0,3819.672466,4150.0,4372.148648,241.645387,0.0,0.19508023519257778,18.09324200783349,3819.672466,0.9204030016375832,0,1
C10065,7.152356,840.0,0.0,1600.0,0.0,0.0,0.0,0.00447022247206111,0.0,840.0,0.0,0,1
C10067,1923.886805,1887.64,1605.949371,1850.0,3688.045998,3266.996777,0.9999900000999989,1.0399388078922227,1.128879591395815,3493.589371,0.8680807363887527,0,2
C10068,1758.059987,412.33,0.0,1800.0,777.451648,897.905444,0.28571012251796973,0.9766999873516669,0.8658502346061037,412.33,0.0,0,2
C10069,809.847455,0.0,908.423608,1500.0,146.074769,179.412493,0.0,0.5398982997340114,0.8141838866157505,908.423608,0.6056157346292285,0,2
C10070,1576.305029,0.0,382.908547,2500.0,540.022225,352.883804,0.0,0.630522009077912,1.5303116878010168,382.908547,0.1531634181873463,0,2
C10071,3990.523579,263.5,0.0,6000.0,6876.836205,1001.607366,0.8749859377179654,0.6650872620581879,6.865800282405269,263.5,0.0,0,2
C10072,1699.435486,1363.69,0.0,1700.0,1623.816348,923.505868,0.0,0.999667927060777,1.758317284906334,1363.69,0.0,0,2
C10073,5487.683724,419.1,625.399386,6250.0,1288.214909,2180.881868,0.9090802976402812,0.878029394435153,0.5906853195466829,1044.499386,0.10006390159989777,0,2
C10074,2990.422186,4523.27,27296.48576,7000.0,28232.69446,1107.030803,0.8749859377179654,0.4272031688182812,25.50307916316327,31819.75576,3.8994979601435746,1,0
C10075,656.01301,0.0,1474.349901,7000.0,910.457985,140.983193,0.0,0.09371614415183409,6.457918146461745,1474.349901,0.2106214141276837,0,1
C10077,1808.972419,713.9,0.0,2250.0,889.017418,622.757696,0.7999840003199937,0.8039877382044989,1.4275494456908415,713.9,0.0,0,2
C10078,532.334517,791.94,0.0,6000.0,1305.177304,175.510344,0.666642223094043,0.08872241935212931,7.436468984616144,791.94,0.0,0,1
C10079,5860.433624,561.87,0.0,6000.0,1990.044998,2161.428274,0.8999895601211026,0.9767389357054352,0.9207083171490505,561.87,0.0,0,2
C10080,1727.638449,606.11,0.0,11000.0,2959.920544,623.656993,0.0,0.1570580406754018,4.746071205425076,606.11,0.0,0,1
C10081,578.809679,320.0,0.0,1500.0,1438.910569,190.186542,0.8888774816335783,0.38587311676084585,7.565785035105951,320.0,0.0,0,1
C10082,1205.716678,0.0,38.325801,1200.0,29.278671,8242.687678,0.0,1.0047638899603009,0.003552078170161043,38.325801,0.031938167233848604,0,2
C10083,6593.820644,388.66,4621.93458,7000.0,1624.583114,2503.40234,0.0,0.9419743763686081,0.6489500635005795,5010.59458,0.6602763676281767,0,0
C10084,17.357563,244.85,0.0,5000.0,357.802082,121.523416,0.8749859377179654,0.0034715125930569746,2.9443054214090374,244.85,0.0,0,1
C10085,81.584711,0.0,2985.300006,9500.0,116.569033,164.692136,0.0,0.008587864306749616,0.7077995874800247,2985.300006,0.31424210556395565,0,1
C10086,3.78631,133.05,0.0,12000.0,210.053432,99.533735,0.5999851203690149,0.00031552583307039515,2.110374044501189,133.05,0.0,0,1
C10087,42.46443,396.0,0.0,1200.0,725.606194,140.809454,0.833317333653327,0.03538702470510813,5.1531067116340985,396.0,0.0,0,1
C10088,1935.362486,4915.6,293.844792,9000.0,4921.066897,594.756686,0.3333296667033329,0.2150402759832886,8.274084058399572,5209.444792,0.0326494212970562,0,0
C10089,134.917202,1247.8,0.0,16500.0,1275.229436,171.357189,0.0,0.008176800116256485,7.441936746410053,1247.8,0.0,0,1
C10090,7069.950386,1603.78,5626.004046,11000.0,4589.873897,1876.262988,0.9999900000999989,0.642722761779343,2.4462849301470904,7229.784046,0.5114549128077682,1,0
C10092,8181.251131,2258.01,5251.228934,13500.0,3021.575846,2074.581541,0.9999900000999989,0.6060186018473936,1.4564748464785706,7509.238934,0.38897992074890375,1,0
C10093,4037.305658,45.0,104.238064,4500.0,1073.844885,968.941265,0.0,0.89717903311738,1.108266220777931,149.238064,0.023164014170746636,0,2
C10094,6110.265264,0.0,2717.253917,6500.0,1502.205631,2864.380327,0.0,0.9400408083999372,0.524443493622544,2717.253917,0.41803906351070913,0,2
C10095,9381.255094,5100.07,370.737197,9000.0,6409.496345,9827.045323,0.9166578334216657,1.0423616759529315,0.6522302612644312,5470.807197,0.04119302184311886,1,0
C10096,1977.00709,1032.04,4335.919227,4000.0,3056.424974,910.707525,0.8999902101086679,0.4942517712643706,3.3560993585059116,5367.959227,1.0839798040400506,0,2
C10097,1321.47608,45.65,495.657934,1800.0,440.840439,312.560636,0.0,0.7341533736991479,1.4104156893763269,541.307934,0.2753655173590805,0,2
C10098,1307.717841,405.6,0.0,2400.0,0.0,0.0,0.0,0.5448824314796564,0.0,405.6,0.0,0,2
C10099,2329.485768,213.34,0.0,2400.0,0.0,0.0,0.0,0.9706190659557539,0.0,213.34,0.0,0,2
C10100,1139.782882,0.0,120.612912,1200.0,151.823651,2906.110765,0.0,0.9498190604181745,0.0522428987587371,120.612912,0.10051075916241034,0,2
C10101,1619.955708,739.44,0.0,6000.0,417.128532,389.138517,0.0,0.2699926175500123,1.0719281259961186,739.44,0.0,0,1
C10102,3505.671311,0.0,1713.984305,4000.0,0.0,0.0,0.0,0.8764178255589554,0.0,1713.984305,0.42849607517875976,0,2
C10103,4.708041,79.0,0.0,7000.0,217.820198,121.781205,0.6666413343466262,0.000672577284753461,1.7886190246993348,79.0,0.0,0,1
C10104,0.0,0.0,89.849004,3000.0,138.021428,0.0,0.0,0.0,13802142.799999997,89.849004,0.02994966790016777,0,1
C10105,4.875885,20.0,0.0,1500.0,26.487919,60.913577,0.0,0.0032505899783294005,0.4348441834495808,20.0,0.0,0,1
C10106,23.394411,1346.28,0.0,2000.0,712.149153,54.79166,0.9999900000999989,0.011697205441513973,12.997398199397827,1346.28,0.0,0,1
C10107,3539.801912,2823.8,0.0,5700.0,9172.788366,2103.796148,0.9090802976402812,0.6210178782087405,4.360112709170562,2823.8,0.0,1,0
C10108,0.62424,389.96,0.0,4500.0,0.0,0.0,0.9999900000999989,0.00013871999969173335,0.0,389.96,0.0,0,1
C10109,862.07238,0.0,920.309805,4000.0,2236.890255,214.828158,0.0,0.21551809446120473,10.4124625547242,920.309805,0.23007745067480637,0,1
C10110,2441.542991,808.0,959.857263,4000.0,532.741699,1026.976,0.0,0.6103857462240355,0.5187479491366113,1767.8572629999999,0.2399643151500892,0,2
C10111,408.656365,941.64,0.0,2500.0,1097.78942,176.610605,0.9999900000999989,0.1634625453461498,6.215874510147649,941.64,0.0,0,1
C10112,4986.400804,0.0,5439.467563,8000.0,1241.538024,1439.230899,0.0,0.6233000997208749,0.8626399115223561,5439.467563,0.6799334445250832,0,0
C10113,1246.624558,423.7,412.399058,2000.0,577.050373,498.365419,0.7499883751801848,0.6233122758834386,1.1578860398841992,836.099058,0.20619952796900237,0,2
C10114,6644.201651,4478.75,7205.520805,9000.0,10857.94321,2469.571326,0.9999900000999989,0.7382446270686172,4.396691462894433,11684.270805,0.8006134218882074,1,0
C10115,156.216753,1354.86,0.0,5500.0,858.976682,108.319927,0.9090802976402812,0.028403045948358102,7.929996137276187,1354.86,0.0,0,1
C10116,3393.351236,0.0,1008.348672,4200.0,0.0,0.0,0.0,0.8079407685525221,0.0,1008.348672,0.2400830165712309,0,2
C10117,5322.994094,2812.2,2510.352951,8500.0,1509.423237,1834.031569,0.9999900000999989,0.6262345985573711,0.8230083136425645,5322.552951,0.2953356409466639,1,0
C10118,6458.56209,0.0,3360.228794,7000.0,1277.76778,2760.115734,0.0,0.9226517258247834,0.4629399266235988,3360.228794,0.4800326841713819,0,2
C10119,175.341651,1508.9,0.0,5000.0,1884.227778,136.639824,0.49999175012787306,0.035068330129863344,13.789739952406556,1508.9,0.0,0,1
C10120,680.195157,1045.57,0.0,3000.0,552.432305,207.720441,0.9999900000999989,0.22673171824422758,2.659498871394228,1045.57,0.0,0,1
C10121,223.763616,2309.78,0.0,6500.0,1206.81188,99.372848,0.8571286532966026,0.03442517163934589,12.144280684772092,2309.78,0.0,0,1
C10122,1785.626943,0.0,576.206382,1800.0,687.691735,2439.136113,0.0,0.9920149628221391,0.28194069552550344,576.206382,0.3201146548882519,0,2
C10123,54.933231,495.0,0.0,7000.0,1969.845566,147.049952,0.9999400037197693,0.007847604417360566,13.395757055686964,495.0,0.0,0,1
C10124,2662.629852,0.0,509.023801,3000.0,932.418855,709.207016,0.0,0.8875432810415224,1.3147343734860293,509.023801,0.16967459976775132,0,2
C10125,8504.876253,6724.26,1686.599777,17000.0,1888.756861,2167.446204,0.9999900000999989,0.5002868381174783,0.871420406559625,8410.859777,0.09921175152987544,1,0
C10126,1464.324632,1174.39,0.0,9000.0,0.0,0.0,0.0,0.1627027367081081,0.0,1174.39,0.0,0,1
C10127,2114.158683,5580.85,0.0,8500.0,3564.977774,630.00413,0.9999900000999989,0.24872455064855936,5.658657693900234,5580.85,0.0,1,0
C10128,2876.396444,0.0,998.84867,3200.0,1065.426905,1412.648089,0.0,0.898873885941019,0.7542054569387843,998.84867,0.3121402083995618,0,2
C10130,14224.11541,0.0,4614.427403,19000.0,3066.614272,3406.258999,0.0,0.748637652763875,0.9002880473555908,4614.427403,0.24286460003007124,0,0
C10131,2392.917738,12462.44,0.0,2800.0,11628.71557,2000.990921,0.0,0.8546134748049519,5.811478397949821,12462.44,0.0,1,0
C10132,57.453201,0.0,272.713302,1200.0,385.853874,84.697292,0.0,0.04787766710101944,4.555680817318124,272.713302,0.22726108310615764,0,1
C10133,4245.855092,1957.3,0.0,5000.0,1004.35474,1086.428906,0.6999914800988309,0.849171016701658,0.9244550887855786,1957.3,0.0,1,2
C10134,11167.23403,150.64,8362.154254,17000.0,2606.059389,2894.077159,0.0,0.6568961190253552,0.9004802694672029,8512.794253999999,0.49189142641653444,0,0
C10135,69.405545,0.0,2799.714934,13000.0,0.0,0.0,0.0,0.00533888807281624,0.0,2799.714934,0.21536268706510564,0,1
C10136,116.654149,907.0,273.558033,5000.0,0.0,0.0,0.0,0.023330829753338344,0.0,1180.558033,0.0547116064905768,0,1
C10137,4637.848144,1271.12,0.0,5000.0,1906.032044,3572.279251,0.9999880001391984,0.9275696269448607,0.5335618815720578,1271.12,0.0,1,2
C10138,24.28497,250.6,0.0,3000.0,319.762903,173.632006,0.8571286532966026,0.0080949899730167,1.8416125687327158,250.6,0.0,0,1
C10139,9354.06045,796.33,13748.47131,13000.0,10664.65866,2600.875721,0.0,0.7195431109849669,4.10041069355497,14544.80131,1.0575747153403272,0,0
C10140,231.108995,440.0,0.0,4000.0,554.116542,185.091037,0.9999890910320648,0.05777724860555687,2.9937511888405925,440.0,0.0,0,1
C10141,1562.633343,1330.62,0.0,2000.0,1020.783647,709.610053,0.49999000019999607,0.7813166675934167,1.4385134882169788,1330.62,0.0,0,2
C10142,2494.868559,5491.79,0.0,17000.0,1015.311953,615.92402,0.9999900000999989,0.1467569739724959,1.6484369882435015,5491.79,0.0,1,0
C10143,706.132889,897.86,586.268966,1200.0,972.358048,184.524376,0.9999890910320648,0.5884440692629661,5.269536829674101,1484.128966,0.48855746759535446,0,2
C10144,19043.13856,22009.92,0.0,18000.0,23018.57583,18621.01331,0.9999900000999989,1.057952141634471,1.2361612891000286,22009.92,0.0,1,0
C10145,2235.103331,720.6,723.308724,2500.0,1061.292471,689.118919,0.0,0.8940413288238346,1.5400715701425756,1443.908724,0.289323488442706,0,2
C10146,947.13081,197.06,0.0,1000.0,492.200419,509.384182,0.4999865003914887,0.947130800528692,0.9662655942805544,197.06,0.0,0,2
C10147,764.042156,0.0,1307.102516,7500.0,1566.806897,172.959728,0.0,0.10187228733083695,9.058795504188378,1307.102516,0.17428033523429287,0,1
C10148,5347.814547,0.0,4002.353384,7000.0,0.0,0.0,0.0,0.763973505622895,0.0,4002.353384,0.5717647683260504,0,2
C10149,10598.46777,2084.48,0.0,21500.0,3219.621433,3068.125648,0.8749859377179654,0.49295198907304555,1.049377304545849,2084.48,0.0,1,0
C10150,2163.678757,5779.36,0.0,6500.0,4416.41268,546.439139,0.9999900000999989,0.3328736544109636,8.082167407079394,5779.36,0.0,1,0
C10151,3057.400553,1025.0,0.0,7500.0,698.854095,819.682666,0.0,0.4076534065231288,0.852591027555156,1025.0,0.0,0,2
C10152,19.354559,689.7,0.0,10000.0,746.691026,0.0,0.9999880001391984,0.001935455898064544,74669102.6,689.7,0.0,0,1
C10153,264.811595,28.65,384.26178,9000.0,1235.630069,194.324456,0.0,0.029423510522862767,6.358592381259908,412.91177999999996,0.04269575328589361,0,1
C10154,1108.22253,944.96,0.0,1500.0,1955.198953,992.652486,0.833317333653327,0.7388150150745666,1.969671119428687,944.96,0.0,0,2
C10155,906.573724,1039.2,103.102091,13500.0,1855.235407,468.196732,0.9999880001391984,0.06715360913544177,3.9625124238903826,1142.302091,0.007637191920268747,0,1
C10156,7679.62904,4059.93,555.469352,7000.0,3685.61062,12854.9397,0.8571286532966026,1.0970898612898716,0.2867077328361892,4615.399351999999,0.07935276445806748,1,0
C10157,1523.911458,4075.37,0.0,6500.0,2254.26002,329.29648,0.9999900000999989,0.23444791625469552,6.845684932748601,4075.37,0.0,0,1
C10158,49.206256,870.24,0.0,8000.0,835.839952,193.011166,0.9999900000999989,0.006150781992311523,4.330526186732317,870.24,0.0,0,1
C10159,13673.07961,9792.23,2444.445738,20000.0,11717.30794,6042.391629,0.9999900000999989,0.683653980158173,1.9391837934456009,12236.675738,0.12222228683888885,1,0
C10160,106.455975,2463.12,0.0,4000.0,2573.722764,95.342224,0.9999900000999989,0.026613993683465013,26.994571618701528,2463.12,0.0,0,1
C10161,119.760904,1859.34,0.0,20000.0,3104.275623,288.903628,0.7499782506307318,0.0059880451970059775,10.745020881322374,1859.34,0.0,0,1
C10162,5837.105453,3488.49,3303.1523,7900.0,0.0,0.0,0.49999500004999947,0.7388741070393999,0.0,6791.6422999999995,0.418120543774531,1,0
C10163,1734.510004,0.0,66.275851,1800.0,363.474455,2827.997525,0.0,0.9636166635354629,0.1285271470365691,66.275851,0.03681991701766713,0,2
C10164,2765.748281,7283.31,0.0,11000.0,14373.3929,1058.128452,0.666660333396666,0.25143166168051667,13.583788184690189,7283.31,0.0,1,0
C10165,1046.37041,295.0,93.579809,1200.0,439.407082,362.838185,0.0,0.8719753344002056,1.2110276372640427,388.579809,0.07798317351680689,0,2
C10166,2737.367678,0.0,429.691164,3000.0,778.827993,721.798576,0.0,0.912455889625147,1.079010139540506,429.691164,0.14323038752256537,0,2
C10167,4014.818167,0.0,988.356213,8500.0,1009.185035,1177.149934,0.0,0.47233154850313935,0.857312222749424,988.356213,0.11627720139261506,0,2
C10168,871.568977,648.22,0.0,1200.0,1110.886425,208.298424,0.9999900000999989,0.7263074747807711,5.333148231925737,648.22,0.0,0,2
C10169,1610.040203,557.19,0.0,4000.0,422.711848,616.005839,0.6666413343466262,0.40251004974372484,0.6862140167763244,557.19,0.0,0,1
C10170,114.593817,469.98,0.0,1000.0,367.109312,86.102479,0.8333246667533324,0.11459381585406185,4.263631821375105,469.98,0.0,0,1
C10171,5800.587339,0.0,369.950794,6500.0,1346.365584,1972.526015,0.0,0.892398050780926,0.6825590977944131,369.950794,0.05691550668166845,0,2
C10172,823.103926,131.64,0.0,8000.0,2916.071564,243.199498,0.9999900000999989,0.10288799062139002,11.99045009581187,131.64,0.0,0,1
C10173,595.677343,5078.14,1424.442602,15000.0,4756.654374,241.894073,0.8181725951452912,0.03971182284019212,19.664203088423623,6502.582602,0.09496284007002478,0,0
C10174,1128.124563,924.6,0.0,1000.0,1202.711782,1747.037345,0.9999900000999989,1.1281245517187546,0.6884293450039024,924.6,0.0,0,2
C10175,349.441102,1975.4,0.0,4000.0,1795.012223,167.219681,0.49999175012787306,0.08736027528159931,10.73445484957869,1975.4,0.0,0,1
C10176,840.804076,0.0,3671.777443,4000.0,3621.266477,193.171404,0.0,0.21020101847449746,18.74638903352439,3671.777443,0.917944358455139,0,1
C10177,975.942008,10221.35,1620.685551,10500.0,10693.49585,347.641073,0.8333246667533324,0.09294685781624108,30.760161479533764,11842.035551,0.1543510047101419,0,0
C10178,23.111088,300.0,0.0,12500.0,291.948834,43.452683,0.6666413343466262,0.0018488870385208903,6.71877423109311,300.0,0.0,0,1
C10179,2187.732265,0.0,3905.326256,3000.0,1423.788603,461.365626,0.0,0.7292440859025197,3.0860308872245525,3905.326256,1.3017754143274152,0,2
C10180,11972.01104,5715.0,1626.351366,14000.0,4639.513745,3192.306018,0.9999900000999989,0.8551436451034689,1.4533424127594323,7341.351366,0.1161679546313086,1,0
C10181,1608.451822,0.0,205.737165,1800.0,470.565984,408.799147,0.0,0.8935843405911981,1.1510933326117403,205.737165,0.11429842436500876,0,2
C10182,1872.926275,766.61,1017.120578,2300.0,0.0,0.0,0.0,0.814315768198627,0.0,1783.7305780000002,0.44222633633814634,0,2
C10183,2933.240476,0.0,2040.433925,3000.0,2431.578544,1739.74883,0.0,0.9777468220741772,1.3976606784229844,2040.433925,0.6801446393995179,0,2
C10184,336.799916,3535.8,0.0,20000.0,2814.231227,186.230835,0.9166578334216657,0.016839995791580003,15.111520473421038,3535.8,0.0,0,1
C10185,36.236312,256.11,0.0,5300.0,831.375322,189.036967,0.9999760005951852,0.006837039987099925,4.397950788220656,256.11,0.0,0,1
C10186,903.29781,2697.48,0.0,2500.0,1686.196344,303.361632,0.9999900000999989,0.3613191225547235,5.5583703097176675,2697.48,0.0,0,1
C10187,0.0,23.0,0.0,5000.0,0.0,0.0,0.9998800139183855,0.0,0.0,23.0,0.0,0,1
C10188,2881.253586,117.0,17661.49486,4500.0,17301.83238,931.618475,0.6666413343466262,0.6402785732438254,18.571800214977486,17778.49486,3.9247766268338298,0,0
C10189,5.465999,196.81,0.0,12000.0,0.0,0.0,0.9998800139183855,0.0004554999162870834,0.0,196.81,0.0,0,1
C10190,117.442684,653.73,0.0,10000.0,441.588141,136.827952,0.6249908126424041,0.011744268388255732,3.22732381996598,653.73,0.0,0,1
C10191,168.522709,2009.05,0.0,1200.0,2612.760497,197.638558,0.8999895601211026,0.14043558966303674,13.219891863414029,2009.05,0.0,0,1
